year,month,date,chla_mean,chla_median,chla_sd,n_cells,n_total,pct_valid,sensor
2003,1,2003-01-16,0.38631054545454546,0.374757,0.0459614409790721,11,825,1.3,MODIS
2003,2,2003-02-16,1.1762654559386971,0.627759,1.7416112363370075,522,825,63.3,MODIS
2003,3,2003-03-16,1.0545155585412669,0.620801,1.6961236179656098,521,825,63.2,MODIS
2003,4,2003-04-16,2.217838978062157,1.339387,2.3457892450489974,547,825,66.3,MODIS
2003,5,2003-05-16,6.8472883241252305,4.970984,6.07911105032121,543,825,65.8,MODIS
2003,6,2003-06-16,3.807033349609374,2.1074975,4.630091522516739,512,825,62.1,MODIS
2003,7,2003-07-16,1.7823954322344324,1.0935355,2.8880098986120624,546,825,66.2,MODIS
2003,8,2003-08-16,2.0563475892193304,1.4454069999999999,2.3953447749437364,538,825,65.2,MODIS
2003,9,2003-09-16,2.012276228675136,1.511179,1.8989238067593093,551,825,66.8,MODIS
2003,10,2003-10-16,2.1503819085923217,1.335243,2.529913089317641,547,825,66.3,MODIS
2003,11,2003-11-16,1.7673708688524592,0.974328,3.030886706361493,427,825,51.8,MODIS
2003,12,2003-12-16,NA,NA,NA,0,825,0,MODIS
2004,1,2004-01-16,0.237119,0.2543205,0.0375779392356739,6,825,0.7,MODIS
2004,2,2004-02-16,0.8875810222672065,0.6526035,0.8660714697477662,494,825,59.9,MODIS
2004,3,2004-03-16,1.359432161849711,0.772802,1.837355205896687,519,825,62.9,MODIS
2004,4,2004-04-16,5.042118698148148,3.439594,5.125306845981649,540,825,65.5,MODIS
2004,5,2004-05-16,4.429759936014625,2.437697,4.8904962048882386,547,825,66.3,MODIS
2004,6,2004-06-16,2.7480457559633025,1.836264,2.871164502604339,545,825,66.1,MODIS
2004,7,2004-07-16,2.205877650735294,1.292701,3.235508731472419,544,825,65.9,MODIS
2004,8,2004-08-16,1.8650546043956047,1.3402775,1.9652555022128086,546,825,66.2,MODIS
2004,9,2004-09-16,2.9386433417721514,2.042441,3.3681773038636384,553,825,67,MODIS
2004,10,2004-10-16,2.9346225808823525,1.690715,3.637901845007204,544,825,65.9,MODIS
2004,11,2004-11-16,1.0457237751937984,0.921537,0.582395312608615,258,825,31.3,MODIS
2004,12,2004-12-16,NA,NA,NA,0,825,0,MODIS
2005,1,2005-01-16,NA,NA,NA,0,825,0,MODIS
2005,2,2005-02-16,2.04648356146789,0.951084,3.180424233305181,545,825,66.1,MODIS
2005,3,2005-03-16,2.146022217550274,1.250753,2.5354060985311526,547,825,66.3,MODIS
2005,4,2005-04-16,3.1657175064220193,1.424857,3.6655561862423967,545,825,66.1,MODIS
2005,5,2005-05-16,5.0040271926605495,3.841805,5.513778701809887,545,825,66.1,MODIS
2005,6,2005-06-16,2.9043381555555543,1.4653550000000002,3.643261090638802,540,825,65.5,MODIS
2005,7,2005-07-16,1.9457060386740335,1.28604,2.760852379657455,543,825,65.8,MODIS
2005,8,2005-08-16,1.4292085837937383,1.221918,1.049979236324065,543,825,65.8,MODIS
2005,9,2005-09-16,2.6612633651376147,2.217045,2.458978927614658,545,825,66.1,MODIS
2005,10,2005-10-16,1.7340292615955473,1.450726,1.2432593717753944,539,825,65.3,MODIS
2005,11,2005-11-16,0.6800036723163841,0.639987,0.25237147394214937,177,825,21.5,MODIS
2005,12,2005-12-16,NA,NA,NA,0,825,0,MODIS
2006,1,2006-01-16,0.28073625,0.2740525,0.04919441223713465,8,825,1,MODIS
2006,2,2006-02-16,1.3446788191681736,0.882925,1.2441378362726572,553,825,67,MODIS
2006,3,2006-03-16,1.6884269672727272,0.7219525,4.251890492562995,550,825,66.7,MODIS
2006,4,2006-04-16,2.151849421150278,0.833576,3.892977793224637,539,825,65.3,MODIS
2006,5,2006-05-16,3.7312436907407407,2.007122,5.07324015103562,540,825,65.5,MODIS
2006,6,2006-06-16,3.005237826887662,2.083129,2.945077823869834,543,825,65.8,MODIS
2006,7,2006-07-16,2.2144209963167576,1.716615,1.4832373163510821,543,825,65.8,MODIS
2006,8,2006-08-16,3.2542856679104473,2.4340875000000004,3.5355900194715106,536,825,65,MODIS
2006,9,2006-09-16,2.799399355963302,2.199391,2.215423343693947,545,825,66.1,MODIS
2006,10,2006-10-16,2.702845131386861,2.0097415,2.170375544232176,548,825,66.4,MODIS
2006,11,2006-11-16,3.0766762500000002,1.213022,5.5435156327854695,60,825,7.3,MODIS
2006,12,2006-12-16,NA,NA,NA,0,825,0,MODIS
2007,1,2007-01-16,1.0581991066666665,0.776334,1.6866138491988436,75,825,9.1,MODIS
2007,2,2007-02-16,1.6055396951566951,1.0364,2.2239326910092148,351,825,42.5,MODIS
2007,3,2007-03-16,0.8698843872950821,0.6223515,0.9827710971112616,488,825,59.2,MODIS
2007,4,2007-04-16,1.3535788293135438,0.795,2.0371318933368285,539,825,65.3,MODIS
2007,5,2007-05-16,4.288823545623836,2.977269,3.794859910504949,537,825,65.1,MODIS
2007,6,2007-06-16,3.867302373584906,2.5830725,4.724725220247421,530,825,64.2,MODIS
2007,7,2007-07-16,1.986107356060606,1.636587,1.6247846362269733,528,825,64,MODIS
2007,8,2007-08-16,2.1770204917733094,1.739485,1.6678730142636866,547,825,66.3,MODIS
2007,9,2007-09-16,4.228274135036496,3.560756,3.380852789296159,548,825,66.4,MODIS
2007,10,2007-10-16,1.3805614329501912,1.0876065000000001,0.9577088990238529,522,825,63.3,MODIS
2007,11,2007-11-16,1.0156537916666668,0.678267,0.7094699558608153,48,825,5.8,MODIS
2007,12,2007-12-16,NA,NA,NA,0,825,0,MODIS
2008,1,2008-01-16,0.4445668888888889,0.37223,0.21523198391470796,9,825,1.1,MODIS
2008,2,2008-02-16,0.8705476279069768,0.660864,0.8378165725040062,473,825,57.3,MODIS
2008,3,2008-03-16,1.1825533105468748,0.7452755,1.4279258869317288,512,825,62.1,MODIS
2008,4,2008-04-16,2.983857582417583,1.107732,5.074276114930657,546,825,66.2,MODIS
2008,5,2008-05-16,3.1635242550831784,1.601164,3.877754978604997,541,825,65.6,MODIS
2008,6,2008-06-16,3.5824393536121675,2.1309445,3.9427473620534896,526,825,63.8,MODIS
2008,7,2008-07-16,2.4575677151277007,1.843035,2.748323640314582,509,825,61.7,MODIS
2008,8,2008-08-16,2.0633409769673707,1.65302,1.4983434984028128,521,825,63.2,MODIS
2008,9,2008-09-16,2.83110765630713,1.992691,2.6687263341920637,547,825,66.3,MODIS
2008,10,2008-10-16,1.7403556149193549,1.163135,2.062557906429842,496,825,60.1,MODIS
2008,11,2008-11-16,0.54491088,0.522885,0.20539673784081272,75,825,9.1,MODIS
2008,12,2008-12-16,NA,NA,NA,0,825,0,MODIS
2009,1,2009-01-16,NA,NA,NA,0,825,0,MODIS
2009,2,2009-02-16,1.7191601431192653,0.967811,1.8992603030119324,545,825,66.1,MODIS
2009,3,2009-03-16,1.1678203690248568,0.725382,1.4961812477280938,523,825,63.4,MODIS
